mah_id,il,ilce,mahalle_adi,risk_score_pred,risk_class_5_pred,risk_label_pred,risk_proba_c1,risk_proba_c2,risk_proba_c3,risk_proba_c4,risk_proba_c5,vs30,population,building_count
40188,Istanbul,Bakırköy,Osmani̇ye Mahallesi̇,0.6061,4,Very High,0.0001,0.0003,0.0005,0.9967,0.0024,345.58,22495,992
40189,Istanbul,Bakırköy,Yeşi̇lköy Mahallesi̇,0.6638,5,Very High,0.0,0.0001,0.0001,0.0014,0.9983,337.2,24958,2332
40190,Istanbul,Bakırköy,Yeni̇mahalle Mahallesi̇,0.4496,4,Very High,0.0097,0.0134,0.0036,0.9659,0.0074,527.57,6328,493
40191,Istanbul,Bakırköy,Sakizağaci Mahallesi̇,0.6786,5,Very High,0.0001,0.0002,0.0004,0.0036,0.9958,315.04,8557,472
40192,Istanbul,Bakırköy,Cevi̇zli̇k Mahallesi̇,0.6627,4,Very High,0.0,0.0002,0.0002,0.9912,0.0083,345.43,5108,701
40193,Istanbul,Bakırköy,Zeyti̇nli̇k Mahallesi̇,0.6636,4,Very High,0.0001,0.0004,0.0006,0.9766,0.0224,347.03,5097,574
40194,Istanbul,Bakırköy,Ataköy 2-5-6 Kisim Mahallesi̇,0.6799,5,Very High,0.0,0.0,0.0001,0.0025,0.9974,262.13,14180,224
40195,Istanbul,Bakırköy,Yeşi̇lyurt Mahallesi̇,0.6917,5,Very High,0.0,0.0,0.0,0.0003,0.9996,325.92,8393,308
40196,Istanbul,Bakırköy,Ataköy 7-8-9-10 Kisim Mahallesi̇,0.6147,4,Very High,0.0,0.0001,0.0005,0.9917,0.0076,315.43,26506,536
40197,Istanbul,Bakırköy,Kartaltepe Mahallesi̇,0.5988,4,Very High,0.0001,0.0002,0.0009,0.9923,0.0065,367.21,34866,1473
40198,Istanbul,Bakırköy,Zuhuratbaba Mahallesi̇,0.5839,4,Very High,0.0001,0.0002,0.0004,0.9946,0.0046,384.98,20229,1029
40199,Istanbul,Bakırköy,Şenli̇kköy Mahallesi̇,0.6461,5,Very High,0.0,0.0,0.0001,0.0014,0.9985,376.9,27991,1811
40200,Istanbul,Bakırköy,Basinköy Mahallesi̇,0.6231,4,Very High,0.0003,0.0008,0.0021,0.9266,0.0701,419.44,5940,650
40201,Istanbul,Bakırköy,Ataköy 3-4-11 Kisim Mahallesi̇,0.6131,4,Very High,0.0003,0.0012,0.0029,0.9365,0.0591,354.09,7672,260
40202,Istanbul,Bakırköy,Ataköy 1 Kisim Mahallesi̇,0.6754,4,Very High,0.0001,0.0004,0.0009,0.9214,0.0773,348.29,1573,95
40203,Istanbul,Bayrampaşa,Cevatpaşa Mahallesi̇,0.4755,3,Very High,0.0003,0.0021,0.965,0.0308,0.0019,342.18,18555,1200
40204,Istanbul,Bayrampaşa,Orta Mahallesi̇,0.443,3,Very High,0.0007,0.0197,0.9448,0.0292,0.0056,455.29,15180,1530
40205,Istanbul,Bayrampaşa,Vatan Mahallesi̇,0.4705,3,Very High,0.0002,0.0042,0.9646,0.0266,0.0042,399.68,9339,1081
40206,Istanbul,Bayrampaşa,Terazi̇dere Mahallesi̇,0.5602,4,Very High,0.0,0.0002,0.0007,0.9966,0.0024,333.91,15206,1480
40207,Istanbul,Bayrampaşa,Altintepsi̇ Mahallesi̇,0.5638,4,Very High,0.0,0.0002,0.0007,0.9977,0.0013,348.8,28855,2238
40208,Istanbul,Bayrampaşa,Yeni̇doğan Mahallesi̇,0.5447,4,Very High,0.0,0.0,0.0001,0.9998,0.0001,385.05,17941,1603
40209,Istanbul,Bayrampaşa,İsmet Paşa Mahallesi̇,0.4706,3,Very High,0.0002,0.0022,0.9537,0.0328,0.0111,398.88,14710,1210
40210,Istanbul,Bayrampaşa,Yildirim Mahallesi̇,0.4897,4,Very High,0.0004,0.001,0.0743,0.9223,0.0019,369.81,52035,3613
40211,Istanbul,Bayrampaşa,Kartaltepe Mahallesi̇,0.6323,5,Very High,0.0,0.0001,0.0011,0.0059,0.9928,367.21,43124,2921
40212,Istanbul,Bayrampaşa,Kocatepe Mahallesi̇,0.4108,3,High,0.0002,0.0048,0.987,0.0078,0.0003,406.09,20414,1237
40213,Istanbul,Bayrampaşa,Muratpaşa Mahallesi̇,0.5253,4,Very High,0.0001,0.0006,0.0291,0.942,0.0282,365.92,32944,2839
40214,Istanbul,Beşiktaş,Vi̇şnezade Mahallesi̇,0.2611,2,Medium,0.048,0.9475,0.0041,0.0003,0.0001,479.87,8337,673
40215,Istanbul,Beşiktaş,Si̇nanpaşa Mahallesi̇,0.2985,2,Medium,0.0182,0.9384,0.0287,0.0143,0.0005,451.16,2162,523
40216,Istanbul,Beşiktaş,Muradi̇ye Mahallesi̇,0.263,2,Medium,0.0788,0.92,0.0009,0.0001,0.0002,462.02,4505,314
40217,Istanbul,Beşiktaş,Ci̇hannüma Mahallesi̇,0.2533,2,Medium,0.0495,0.9481,0.0009,0.0012,0.0002,469.09,3521,438
40218,Istanbul,Beşiktaş,Türkali̇ Mahallesi̇,0.2676,2,Medium,0.035,0.9631,0.0015,0.0002,0.0001,464.64,9615,709
40219,Istanbul,Beşiktaş,Abbasağa Mahallesi̇,0.2473,1,Medium,0.8279,0.1714,0.0004,0.0002,0.0001,478.76,4157,487
40220,Istanbul,Beşiktaş,Yildiz Mahallesi̇,0.27,2,Medium,0.0434,0.9502,0.0058,0.0005,0.0001,456.82,4605,678
40221,Istanbul,Beşiktaş,Di̇ki̇li̇taş Mahallesi̇,0.3158,2,High,0.0047,0.9947,0.0005,0.0001,0.0001,438.55,14787,701
40222,Istanbul,Beşiktaş,Gayrettepe Mahallesi̇,0.3531,2,High,0.0013,0.9177,0.0803,0.0004,0.0003,370.37,12786,507
40223,Istanbul,Beşiktaş,Balmumcu Mahallesi̇,0.278,2,Medium,0.0162,0.9829,0.0004,0.0004,0.0001,443.25,2915,350
40224,Istanbul,Beşiktaş,Meci̇di̇ye Mahallesi̇,0.2741,2,Medium,0.0305,0.9605,0.0052,0.0031,0.0007,471.75,9710,1082
40225,Istanbul,Beşiktaş,Ortaköy Mahallesi̇,0.2198,1,Low,0.9402,0.0587,0.0007,0.0002,0.0002,513.34,9121,1031
40226,Istanbul,Beşiktaş,Levazim Mahallesi̇,0.2429,2,Medium,0.147,0.8517,0.0008,0.0003,0.0003,443.94,6017,220
40227,Istanbul,Beşiktaş,Ulus Mahallesi̇,0.2935,2,Medium,0.0153,0.9817,0.0026,0.0002,0.0002,416.36,6761,490
40228,Istanbul,Beşiktaş,Kuruçeşme Mahallesi̇,0.1598,1,Very Low,0.9988,0.0011,0.0,0.0001,0.0,551.14,2787,716
40229,Istanbul,Beşiktaş,Kültür Mahallesi̇,0.1824,1,Low,0.9961,0.0039,0.0,0.0,0.0,499.68,4435,430
40230,Istanbul,Beşiktaş,Ni̇sbeti̇ye Mahallesi̇,0.3808,2,High,0.0032,0.751,0.2432,0.0017,0.001,347.56,10943,586
40231,Istanbul,Beşiktaş,Arnavutköy Mahallesi̇,0.1501,1,Very Low,0.9962,0.0029,0.0001,0.0006,0.0001,584.97,3409,1102
40232,Istanbul,Beşiktaş,Bebek Mahallesi̇,0.1475,1,Very Low,0.9995,0.0004,0.0,0.0,0.0,566.88,5300,913
40233,Istanbul,Beşiktaş,Eti̇ler Mahallesi̇,0.2713,2,Medium,0.078,0.9187,0.0024,0.0007,0.0002,418.72,10419,800
40234,Istanbul,Beşiktaş,Akat Mahallesi̇,0.332,2,High,0.0018,0.985,0.013,0.0001,0.0001,403.36,12328,1286
40235,Istanbul,Beşiktaş,Levent Mahallesi̇,0.3833,3,High,0.0022,0.0158,0.8543,0.1262,0.0015,344.42,2766,1372
40236,Istanbul,Beşiktaş,Konaklar Mahallesi̇,0.33,2,High,0.0008,0.9428,0.056,0.0002,0.0002,381.04,15878,629
40237,Istanbul,Beykoz,Gümüşsuyu Mahallesi̇,0.2705,2,Medium,0.0342,0.9339,0.0284,0.0031,0.0004,475.79,12996,3151
40238,Istanbul,Beykoz,İnci̇rköy Mahallesi̇,0.1648,1,Very Low,0.9969,0.0025,0.0002,0.0004,0.0,477.65,16602,3237
40239,Istanbul,Beykoz,Paşabahçe Mahallesi̇,0.1379,1,Very Low,0.9995,0.0004,0.0,0.0,0.0,543.09,3677,741
40240,Istanbul,Beykoz,Çi̇ğdem Mahallesi̇,0.1984,1,Low,0.9933,0.0063,0.0001,0.0002,0.0001,462.71,10888,1891
40241,Istanbul,Beykoz,Çubuklu Mahallesi̇,0.2234,1,Low,0.9578,0.039,0.0018,0.0013,0.0001,463.37,20302,3335
40242,Istanbul,Beykoz,Kanlica Mahallesi̇,0.2179,4,Low,0.0353,0.0007,0.0001,0.9635,0.0004,500.48,3819,743
40243,Istanbul,Beykoz,Anadolu Hi̇sari Mahallesi̇,0.199,1,Low,0.9792,0.0043,0.0011,0.015,0.0004,480.34,2499,663
40244,Istanbul,Beykoz,Göksu Mahallesi̇,0.235,2,Medium,0.16,0.8074,0.0109,0.0208,0.0008,425.28,2320,605
40245,Istanbul,Beykoz,Yeni̇ Mahalle Mahallesi̇,0.2507,2,Medium,0.2408,0.7507,0.0061,0.002,0.0005,428.5,19200,3444
40246,Istanbul,Beykoz,Göztepe Mahallesi̇,0.2702,2,Medium,0.0901,0.8999,0.0072,0.0021,0.0008,392.93,9388,1040
40247,Istanbul,Beykoz,Kavacik Mahallesi̇,0.3242,2,High,0.0399,0.8404,0.1055,0.0125,0.0017,391.94,22138,1989
40248,Istanbul,Beykoz,Rüzgarlibahçe Mahallesi̇,0.1924,1,Low,0.9701,0.0288,0.0002,0.0007,0.0001,448.34,7852,1704
40249,Istanbul,Beykoz,Soğuksu Mahallesi̇,0.1623,1,Very Low,0.9993,0.0006,0.0,0.0001,0.0,496.09,10796,1562
40250,Istanbul,Beykoz,Acarlar Mahallesi̇,0.1531,1,Very Low,0.9912,0.0083,0.0002,0.0002,0.0001,489.93,8915,2240
40251,Istanbul,Beykoz,Merkez Mahallesi̇,0.2334,1,Medium,0.9278,0.0701,0.0005,0.0008,0.0008,403.37,5819,1212
40252,Istanbul,Beykoz,Yaliköy Mahallesi̇,0.1669,1,Very Low,0.9952,0.0036,0.0,0.0011,0.0,425.92,5234,1328
40253,Istanbul,Beykoz,Çamlibahçe Mahallesi̇,0.1673,1,Very Low,0.9789,0.019,0.0004,0.0016,0.0001,472.26,6133,1069
40254,Istanbul,Beykoz,Ortaçeşme Mahallesi̇,0.1661,1,Very Low,0.9973,0.0025,0.0001,0.0001,0.0,419.39,7754,1548
40255,Istanbul,Beykoz,Tokatköy Mahallesi̇,0.164,1,Very Low,0.9968,0.0028,0.0001,0.0002,0.0001,444.06,13445,2772
40256,Istanbul,Beykoz,Anadolu Kavaği Mahallesi̇,0.1,1,Very Low,0.9983,0.0007,0.0001,0.0009,0.0001,565.64,1262,409
40257,Istanbul,Beykoz,Baklaci Mahallesi̇,0.2422,2,Medium,0.069,0.9155,0.0112,0.0037,0.0006,416.37,3181,1045
40258,Istanbul,Beykoz,Çengeldere Mahallesi̇,0.2416,2,Medium,0.056,0.9421,0.0008,0.0009,0.0002,399.09,5414,1190
40259,Istanbul,Beykoz,Çi̇ftli̇k Mahallesi̇,0.3084,2,High,0.0083,0.9426,0.0452,0.0034,0.0005,362.3,5740,1105
40260,Istanbul,Beykoz,Fati̇h Mahallesi̇,0.2464,2,Medium,0.1437,0.8548,0.0008,0.0004,0.0003,390.03,4251,619
40261,Istanbul,Beykoz,Yavuz Seli̇m Mahallesi̇,0.2017,1,Low,0.9389,0.0599,0.0003,0.0007,0.0002,439.73,5516,1411
40262,Istanbul,Beyoğlu,Feti̇htepe Mahallesi̇,0.3831,3,High,0.0013,0.1445,0.8442,0.0087,0.0012,407.86,12380,1653
40263,Istanbul,Beyoğlu,Pi̇yalepaşa Mahallesi̇,0.4008,3,High,0.0005,0.0364,0.9601,0.0024,0.0006,403.86,20663,2136
40264,Istanbul,Beyoğlu,Kaptanpaşa Mahallesi̇,0.4445,4,Very High,0.0004,0.0028,0.01,0.984,0.0028,421.77,18800,1300
40265,Istanbul,Beyoğlu,Yeni̇şehi̇r Mahallesi̇,0.3386,2,High,0.0013,0.9552,0.0274,0.0156,0.0005,415.7,5266,655
40266,Istanbul,Beyoğlu,Kulaksiz Mahallesi̇,0.3658,3,High,0.0015,0.0834,0.9102,0.0045,0.0004,430.6,8910,495
40267,Istanbul,Beyoğlu,Kadimehmet Efendi̇ Mahallesi̇,0.4549,4,Very High,0.0002,0.0004,0.0021,0.997,0.0003,350.08,8957,527
40268,Istanbul,Beyoğlu,Küçük Pi̇yale Mahallesi̇,0.3744,3,High,0.0003,0.0184,0.9787,0.0025,0.0002,413.7,8394,613
40269,Istanbul,Beyoğlu,Emekyemez Mahallesi̇,0.5177,4,Very High,0.0004,0.0045,0.0886,0.906,0.0005,300.82,177,339
40270,Istanbul,Beyoğlu,Kalyoncu Kulluğu Mahallesi̇,0.4089,4,High,0.0005,0.0036,0.0013,0.9936,0.0009,420.05,2346,418
40271,Istanbul,Beyoğlu,Kamer Hatun Mahallesi̇,0.3979,4,High,0.0011,0.006,0.0029,0.9887,0.0014,418.69,667,248
40272,Istanbul,Beyoğlu,Hüseyi̇nağa Mahallesi̇,0.3248,2,High,0.0039,0.9791,0.0159,0.001,0.0001,430.97,472,287
40273,Istanbul,Beyoğlu,Şehi̇t Muhtar Mahallesi̇,0.2873,2,Medium,0.0051,0.9913,0.0031,0.0004,0.0001,445.77,1141,603
40274,Istanbul,Beyoğlu,Kati̇pmustafa Çelebi̇ Mahallesi̇,0.2657,2,Medium,0.0523,0.9418,0.0056,0.0002,0.0001,460.68,728,365
40275,Istanbul,Beyoğlu,Ci̇hangi̇r Mahallesi̇,0.2329,1,Medium,0.9093,0.0891,0.001,0.0004,0.0001,494.67,3212,477
40276,Istanbul,Beyoğlu,Fi̇ruzağa Mahallesi̇,0.2847,2,Medium,0.0141,0.9721,0.0059,0.0075,0.0004,449.77,3684,521
40277,Istanbul,Beyoğlu,Kocatepe Mahallesi̇,0.3512,2,High,0.0019,0.877,0.1166,0.0038,0.0007,406.09,1395,584
40278,Istanbul,Beyoğlu,Gümüşsuyu Mahallesi̇,0.2073,1,Low,0.9825,0.0168,0.0003,0.0003,0.0001,556.42,1981,372
40279,Istanbul,Beyoğlu,İsti̇klal Mahallesi̇,0.4279,3,High,0.0008,0.0136,0.9367,0.0467,0.0023,404.33,5077,1151
40280,Istanbul,Beyoğlu,Haciahmet Mahallesi̇,0.35,2,High,0.0012,0.9554,0.0423,0.0009,0.0002,432.35,15236,1084
40281,Istanbul,Beyoğlu,Asmali Mesci̇t Mahallesi̇,0.3534,2,High,0.0017,0.9702,0.0234,0.0044,0.0004,406.83,417,340
40282,Istanbul,Beyoğlu,Evli̇ya Çelebi̇ Mahallesi̇,0.3577,2,High,0.0016,0.8904,0.0977,0.0095,0.0007,398.37,240,109
40283,Istanbul,Beyoğlu,Çatma Mesci̇t Mahallesi̇,0.339,2,High,0.001,0.9541,0.0434,0.0014,0.0002,419.07,2025,267
40284,Istanbul,Beyoğlu,Şahkulu Mahallesi̇,0.4658,3,Very High,0.0012,0.0207,0.9583,0.0192,0.0005,315.53,684,345
40285,Istanbul,Beyoğlu,Hacimi̇mi̇ Mahallesi̇,0.4896,3,Very High,0.0004,0.0066,0.7993,0.1933,0.0004,342.31,1150,353
40286,Istanbul,Beyoğlu,Müeyyetzade Mahallesi̇,0.4664,3,Very High,0.0015,0.022,0.9265,0.0491,0.0009,313.39,465,289
40287,Istanbul,Beyoğlu,Tomtom Mahallesi̇,0.3473,2,High,0.0034,0.9187,0.0756,0.0021,0.0003,396.03,2362,420
40288,Istanbul,Beyoğlu,Kuloğlu Mahallesi̇,0.2796,2,Medium,0.0171,0.978,0.0046,0.0002,0.0001,449.57,1357,398
40289,Istanbul,Beyoğlu,Sururi̇ Mehmet Efendi̇ Mahallesi̇,0.3724,3,High,0.0024,0.1014,0.8878,0.0077,0.0008,423.05,3929,475
40290,Istanbul,Beyoğlu,Yahya Kahya Mahallesi̇,0.4027,3,High,0.0003,0.0229,0.9655,0.011,0.0003,419.2,3326,432
40291,Istanbul,Beyoğlu,Bostan Mahallesi̇,0.3624,2,High,0.0028,0.7385,0.249,0.0083,0.0013,432.1,1852,437
40292,Istanbul,Beyoğlu,Bülbül Mahallesi̇,0.3456,2,High,0.0034,0.9526,0.0385,0.0051,0.0004,401.28,2789,742
40293,Istanbul,Beyoğlu,Çukur Mahallesi̇,0.326,2,High,0.0009,0.9768,0.0194,0.0027,0.0001,426.77,1862,394
40294,Istanbul,Beyoğlu,Ömer Avni̇ Mahallesi̇,0.2487,2,Medium,0.1144,0.8833,0.0016,0.0004,0.0002,496.06,1964,328
40295,Istanbul,Beyoğlu,Pürtelaş Hasan Efendi̇ Mahallesi̇,0.2777,2,Medium,0.0147,0.9766,0.0083,0.0003,0.0001,482.95,1787,280
40296,Istanbul,Beyoğlu,Kiliçali̇ Paşa Mahallesi̇,0.3198,2,High,0.0026,0.9942,0.003,0.0002,0.0,437.08,2136,340
40297,Istanbul,Beyoğlu,Kemankeş Karamustafapaşa Mahallesi̇,0.4849,4,Very High,0.0002,0.0065,0.0302,0.9597,0.0035,359.83,115,314
40298,Istanbul,Beyoğlu,Bereketzade Mahallesi̇,0.485,3,Very High,0.0009,0.009,0.8903,0.099,0.0007,313.39,391,298
40299,Istanbul,Beyoğlu,Arap Cami̇ Mahallesi̇,0.5508,4,Very High,0.0003,0.0036,0.0373,0.9579,0.001,305.74,97,488
40300,Istanbul,Beyoğlu,Bedretti̇n Mahallesi̇,0.4426,3,Very High,0.0004,0.0127,0.9524,0.0343,0.0003,354.14,576,251
40301,Istanbul,Beyoğlu,Cami̇i̇kebi̇r Mahallesi̇,0.429,3,High,0.0002,0.0122,0.9312,0.055,0.0014,400.6,2498,670
40302,Istanbul,Beyoğlu,Keçeci̇ Pi̇ri̇ Mahallesi̇,0.3114,2,High,0.0006,0.9281,0.0709,0.0003,0.0001,457.16,13602,1486
40303,Istanbul,Beyoğlu,Pi̇ri̇paşa Mahallesi̇,0.373,2,High,0.0002,0.8592,0.1398,0.0006,0.0001,441.84,15376,1435
40304,Istanbul,Beyoğlu,Halicioğlu Mahallesi̇,0.2718,2,Medium,0.0279,0.9653,0.0059,0.0005,0.0004,496.03,12348,641
40305,Istanbul,Beyoğlu,Örnektepe Mahallesi̇,0.3325,2,High,0.0024,0.9704,0.0257,0.001,0.0005,466.64,11185,1185
40306,Istanbul,Beyoğlu,Sütlüce Mahallesi̇,0.3913,3,High,0.0002,0.0154,0.9819,0.0023,0.0003,426.32,12669,790
40307,Istanbul,Fatih,Alemdar Mahallesi̇,0.4972,3,Very High,0.0005,0.0063,0.919,0.0731,0.0012,365.83,283,425
40308,Istanbul,Fatih,Balabanağa Mahallesi̇,0.4383,3,Very High,0.0011,0.007,0.9139,0.0774,0.0006,396.31,208,170
