mah_id,il,ilce,mahalle_adi,risk_score_pred,risk_class_5_pred,risk_label_pred,risk_proba_c1,risk_proba_c2,risk_proba_c3,risk_proba_c4,risk_proba_c5,vs30,population,building_count
100050,Ankara,Bilinmeyen İlçe,Atapark Mahallesi,0.1687,1,Very Low,0.9405,0.0268,0.019,0.0121,0.0016,438.95,2058,191
100051,Ankara,Bilinmeyen İlçe,Ufuktepe Mahallesi,0.157,1,Very Low,0.9834,0.0128,0.002,0.0015,0.0003,483.9,6766,543
100052,Ankara,Bilinmeyen İlçe,Osmangazi Mahallesi,0.1593,1,Very Low,0.9389,0.0504,0.0071,0.0026,0.001,497.6,8397,617
100053,Ankara,Bilinmeyen İlçe,Kamil Ocak Mahallesi,0.1318,1,Very Low,0.9791,0.0081,0.0018,0.0103,0.0007,534.31,102,10
100054,Ankara,Bilinmeyen İlçe,Çaldıran Mahallesi,0.2012,1,Low,0.8881,0.0927,0.0105,0.0051,0.0036,432.36,13152,1115
100055,Ankara,Bilinmeyen İlçe,Yeşiltepe Mahallesi,0.2089,1,Low,0.9031,0.0784,0.0093,0.0071,0.002,479.22,14246,978
100056,Ankara,Bilinmeyen İlçe,Yeşilöz Mahallesi,0.2016,1,Low,0.8908,0.0848,0.0134,0.007,0.004,433.31,16766,904
100057,Ankara,Bilinmeyen İlçe,Aktepe Mahallesi,0.2416,1,Medium,0.9027,0.0607,0.0133,0.0193,0.004,402.32,18237,1541
100058,Ankara,Bilinmeyen İlçe,Adnan Menderes Mahallesi,0.2859,1,Medium,0.6544,0.1281,0.0818,0.0845,0.0512,359.85,38111,3135
100059,Ankara,Bilinmeyen İlçe,Güzelyurt Mahallesi,0.1765,1,Very Low,0.9444,0.038,0.0106,0.0052,0.0018,477.52,14004,886
100060,Ankara,Bilinmeyen İlçe,Şenyuva Mahallesi,0.1785,1,Very Low,0.9148,0.0741,0.0048,0.0033,0.0031,522.98,17610,1410
100061,Ankara,Bilinmeyen İlçe,23 Nisan Mahallesi,0.1691,1,Very Low,0.9815,0.013,0.0026,0.0024,0.0005,507.12,2894,449
100062,Ankara,Bilinmeyen İlçe,Köşk Mahallesi,0.1257,1,Very Low,0.9903,0.0076,0.0007,0.001,0.0004,550.33,5645,759
100063,Ankara,Bilinmeyen İlçe,Uyanış Mahallesi,0.239,1,Medium,0.7813,0.1768,0.0246,0.0139,0.0034,444.37,102,145
100064,Ankara,Bilinmeyen İlçe,Bademlik Mahallesi,0.1373,1,Very Low,0.9846,0.0128,0.0012,0.0011,0.0004,540.67,3070,493
100065,Ankara,Bilinmeyen İlçe,Kanuni Mahallesi,0.1624,1,Very Low,0.9756,0.0172,0.0031,0.0033,0.0008,487.43,6758,675
100066,Ankara,Bilinmeyen İlçe,Karşıyaka Mahallesi,0.175,1,Very Low,0.9795,0.013,0.003,0.0021,0.0024,607.84,11400,1181
100067,Ankara,Bilinmeyen İlçe,Karakaya Mahallesi,0.1802,1,Low,0.9648,0.0211,0.0046,0.0036,0.0059,538.34,25927,2376
100068,Ankara,Bilinmeyen İlçe,Kafkas Mahallesi,0.1724,1,Very Low,0.965,0.0245,0.0036,0.0053,0.0016,493.62,102,159
100069,Ankara,Bilinmeyen İlçe,Hisar Mahallesi,0.2171,1,Low,0.8707,0.0972,0.0146,0.0055,0.012,462.51,26020,1939
100070,Ankara,Bilinmeyen İlçe,Ovacık Mahallesi,0.2395,1,Medium,0.8092,0.1459,0.0244,0.0131,0.0074,392.44,17522,1344
100071,Ankara,Bilinmeyen İlçe,Yükseltepe Mahallesi,0.233,1,Medium,0.9275,0.0401,0.0121,0.0103,0.01,411.28,23663,1910
100072,Ankara,Bilinmeyen İlçe,Esertepe Mahallesi,0.2021,1,Low,0.9148,0.0592,0.0092,0.0115,0.0053,493.45,19263,1680
100073,Ankara,Bilinmeyen İlçe,Etlik Mahallesi,0.1852,1,Low,0.9423,0.0374,0.0082,0.011,0.0011,415.91,102,122
100074,Ankara,Bilinmeyen İlçe,Ayvalı Mahallesi,0.1618,1,Very Low,0.9561,0.0309,0.0053,0.0067,0.0009,454.22,102,10
100075,Ankara,Bilinmeyen İlçe,Yayla Mahallesi,0.1717,1,Very Low,0.9607,0.0285,0.0049,0.0043,0.0015,466.3,9219,612
100076,Ankara,Bilinmeyen İlçe,Sancaktepe Mahallesi,0.2296,1,Low,0.6233,0.2774,0.0491,0.038,0.0122,419.26,16895,1531
100077,Ankara,Bilinmeyen İlçe,Şehit Kubilay Mahallesi,0.1593,1,Very Low,0.9728,0.0221,0.0019,0.0022,0.001,634.44,19919,1872
100078,Ankara,Bilinmeyen İlçe,Kösrelik Mahallesi,0.2194,1,Low,0.9052,0.0682,0.0133,0.0104,0.0029,425.1,16975,1531
100079,Ankara,Bilinmeyen İlçe,Sarıbeyler Mahallesi,0.2043,1,Low,0.9608,0.0232,0.0058,0.0051,0.005,486.78,22357,1881
100080,Ankara,Bilinmeyen İlçe,Çalseki Mahallesi,0.1976,1,Low,0.9508,0.0331,0.004,0.0046,0.0075,524.18,21971,1237
100081,Ankara,Bilinmeyen İlçe,Bağlum Güzelyurt Mahallesi,0.2953,2,Medium,0.257,0.4159,0.114,0.1259,0.0872,359.94,24983,1961
100082,Ankara,Bilinmeyen İlçe,Emniyet Mahallesi,0.1589,1,Very Low,0.962,0.0311,0.0035,0.0029,0.0005,457.37,7236,485
100083,Ankara,Bilinmeyen İlçe,Gazi Mahallesi,0.1886,1,Low,0.9645,0.0225,0.0041,0.0045,0.0044,581.22,25006,1478
100084,Ankara,Bilinmeyen İlçe,Macun Mahallesi,0.1638,1,Very Low,0.9793,0.0155,0.0027,0.0016,0.0009,600.34,13637,1199
100085,Ankara,Bilinmeyen İlçe,25 Mart Mahallesi,0.2201,1,Low,0.7489,0.1024,0.0229,0.0157,0.1101,475.11,25102,2020
100086,Ankara,Bilinmeyen İlçe,Çamlıca Mahallesi,0.2176,1,Low,0.8238,0.1372,0.0103,0.0252,0.0035,387.88,9298,770
100087,Ankara,Bilinmeyen İlçe,Gayret Mahallesi,0.2895,1,Medium,0.7025,0.0778,0.1073,0.0468,0.0655,317.89,26235,2475
100088,Ankara,Bilinmeyen İlçe,Demetgül Mahallesi,0.1968,1,Low,0.9464,0.0301,0.0102,0.0069,0.0063,490.54,30187,2605
100089,Ankara,Bilinmeyen İlçe,Varlık Mahallesi,0.2931,1,Medium,0.3768,0.2286,0.1393,0.1239,0.1313,338.35,24643,1908
100090,Ankara,Bilinmeyen İlçe,Işınlar Mahallesi,0.1666,1,Very Low,0.9649,0.0294,0.0026,0.0024,0.0008,539.27,13772,946
100091,Ankara,Bilinmeyen İlçe,Demetlale Mahallesi,0.2249,1,Low,0.918,0.0445,0.0173,0.0078,0.0124,437.72,27037,2169
100092,Ankara,Bilinmeyen İlçe,Barış Mahallesi,0.1944,1,Low,0.939,0.0434,0.0071,0.0095,0.001,492.91,102,71
100093,Ankara,Bilinmeyen İlçe,Ragıp Tüzün Mahallesi,0.197,1,Low,0.9759,0.0166,0.0038,0.0023,0.0014,479.6,15837,1306
100094,Ankara,Bilinmeyen İlçe,Yeniçağ Mahallesi,0.1816,1,Low,0.95,0.0327,0.0061,0.0105,0.0007,415.02,3818,109
100095,Ankara,Bilinmeyen İlçe,Yunus Emre Mahallesi,0.1948,1,Low,0.9256,0.0521,0.0102,0.0091,0.003,438.62,20942,2121
100096,Ankara,Bilinmeyen İlçe,Çarşı Mahallesi,0.2678,1,Medium,0.8507,0.0834,0.027,0.0181,0.0208,388.12,26258,2290
100097,Ankara,Bilinmeyen İlçe,Tepealtı Mahallesi,0.1897,1,Low,0.9354,0.0481,0.0067,0.0084,0.0014,411.68,102,10
100098,Ankara,Bilinmeyen İlçe,Esentepe Mahallesi,0.1711,1,Very Low,0.9735,0.0212,0.0022,0.0021,0.0009,510.23,12717,1029
100099,Ankara,Bilinmeyen İlçe,Ergenekon Mahallesi,0.2952,2,Medium,0.348,0.6009,0.0376,0.0104,0.0032,440.77,12298,1048
100100,Ankara,Bilinmeyen İlçe,Anadolu Mahallesi,0.1754,1,Very Low,0.9668,0.0219,0.0058,0.0044,0.0011,450.15,12380,1128
100101,Ankara,Bilinmeyen İlçe,Karşıyaka Mahallesi,0.2154,1,Low,0.8603,0.1041,0.0172,0.0153,0.0031,417.2,13614,1054
100102,Ankara,Bilinmeyen İlçe,Demetevler Mahallesi,0.1758,1,Very Low,0.9549,0.028,0.0079,0.0084,0.0009,446.63,102,10
100103,Ankara,Bilinmeyen İlçe,Mehmet Akif Ersoy Mahallesi,0.2381,1,Medium,0.7985,0.1399,0.0285,0.031,0.002,364.65,4293,433
100104,Ankara,Bilinmeyen İlçe,Özevler Mahallesi,0.3011,1,High,0.6171,0.1524,0.0756,0.0712,0.0836,314.64,27289,2077
100105,Ankara,Bilinmeyen İlçe,Yeşilevler Mahallesi,0.2171,1,Low,0.7847,0.1139,0.0527,0.0264,0.0223,499.49,40556,3224
100106,Ankara,Bilinmeyen İlçe,Güzelyaka Mahallesi,0.218,1,Low,0.93,0.042,0.0136,0.012,0.0024,405.72,14798,1129
100107,Ankara,Bilinmeyen İlçe,Pamuklar Mahallesi,0.2898,1,Medium,0.6847,0.1632,0.0537,0.0553,0.0432,368.12,24980,1908
100108,Ankara,Bilinmeyen İlçe,Güventepe Mahallesi,0.2376,1,Medium,0.9332,0.0332,0.0098,0.0139,0.0098,402.6,21623,1904
100109,Ankara,Bilinmeyen İlçe,Burç Mahallesi,0.2579,1,Medium,0.8681,0.0782,0.0246,0.0261,0.003,373.05,14443,1158
100110,Ankara,Bilinmeyen İlçe,Barıştepe Mahallesi,0.1979,1,Low,0.9035,0.0748,0.0111,0.0078,0.0028,448.71,15997,1325
100111,Ankara,Bilinmeyen İlçe,Kayalar Mahallesi,0.1858,1,Low,0.9622,0.0263,0.0041,0.0057,0.0016,500.17,19206,1228
100112,Ankara,Bilinmeyen İlçe,Çiğdemtepe Mahallesi,0.145,1,Very Low,0.9669,0.027,0.0023,0.0033,0.0005,527.08,102,98
100113,Ankara,Bilinmeyen İlçe,Yıldırım Beyazıt Mahallesi,0.1715,1,Very Low,0.9387,0.0393,0.0156,0.0054,0.0011,490.2,659,10
100114,Ankara,Bilinmeyen İlçe,Aşağı Yahyalar Mahallesi,0.1677,1,Very Low,0.9468,0.0353,0.0136,0.0034,0.0008,548.06,4051,371
100115,Ankara,Bilinmeyen İlçe,Yukarı Yahyalar Mahallesi,0.3063,1,High,0.5189,0.1354,0.0941,0.1263,0.1253,286.05,24333,2145
100116,Ankara,Bilinmeyen İlçe,Kaletepe Mahallesi,0.1369,1,Very Low,0.9884,0.0088,0.001,0.0014,0.0004,524.09,6931,624
100117,Ankara,Bilinmeyen İlçe,Avcılar Mahallesi,0.2172,1,Low,0.7872,0.1379,0.0184,0.0515,0.0049,426.14,15955,1286
100118,Ankara,Bilinmeyen İlçe,İvedikköy Mahallesi,0.1892,1,Low,0.9574,0.0335,0.0048,0.003,0.0014,478.43,16378,1129
100119,Ankara,Bilinmeyen İlçe,Serhat Mahallesi,0.2144,1,Low,0.8816,0.0659,0.0258,0.0143,0.0124,453.14,31641,2555
100120,Ankara,Bilinmeyen İlçe,Uğur Mumcu Mahallesi,0.2029,1,Low,0.9502,0.0258,0.007,0.0073,0.0098,472.26,22274,1584
100121,Ankara,Bilinmeyen İlçe,Ostim OSB Mahallesi,0.1977,1,Low,0.9126,0.07,0.008,0.007,0.0025,465.15,17372,1573
100122,Ankara,Bilinmeyen İlçe,İlkyerleşim Mahallesi,0.1319,1,Very Low,0.9835,0.0132,0.0015,0.0015,0.0003,539.26,2087,187
100123,Ankara,Bilinmeyen İlçe,Yuvaköy Mahallesi,0.2297,1,Low,0.8284,0.1205,0.0137,0.0156,0.0218,436.72,15954,1265
100124,Ankara,Bilinmeyen İlçe,Yakacık Mahallesi,0.1807,1,Low,0.9076,0.0532,0.0171,0.0053,0.0168,568.16,23950,1841
100125,Ankara,Bilinmeyen İlçe,Kuzey Yıldızı Mahallesi,0.1399,1,Very Low,0.9505,0.0354,0.0069,0.0065,0.0007,579.65,102,94
100126,Ankara,Bilinmeyen İlçe,Memlik Mahallesi,0.1991,1,Low,0.929,0.0499,0.0086,0.0077,0.0048,466.24,19394,1665
100127,Ankara,Bilinmeyen İlçe,Turgut Özal Mahallesi,0.1859,1,Low,0.9724,0.0148,0.005,0.0066,0.0012,424.18,10397,405
100128,Ankara,Bilinmeyen İlçe,Kardelen Mahallesi,0.1793,1,Very Low,0.969,0.0198,0.0044,0.0057,0.0012,456.74,10238,1092
100129,Ankara,Bilinmeyen İlçe,İnönü Mahallesi,0.1564,1,Very Low,0.9649,0.0267,0.0029,0.005,0.0007,516.89,102,33
100130,Ankara,Bilinmeyen İlçe,Kentkoop Mahallesi,0.2967,1,Medium,0.6653,0.1181,0.0784,0.0809,0.0573,322.53,26469,2159
100131,Ankara,Bilinmeyen İlçe,Şirintepe Mahallesi,0.1865,1,Low,0.977,0.0133,0.0035,0.0024,0.0037,494.47,23540,1835
100132,Ankara,Bilinmeyen İlçe,Misket Mahallesi,0.218,1,Low,0.6967,0.1649,0.0868,0.0108,0.0408,448.09,24367,2355
100133,Ankara,Bilinmeyen İlçe,Malazgirt Mahallesi,0.1879,1,Low,0.9427,0.0408,0.01,0.0046,0.0018,485.47,2847,10
100134,Ankara,Bilinmeyen İlçe,Tandoğan Mahallesi,0.1602,1,Very Low,0.9799,0.0129,0.0036,0.003,0.0005,480.19,8178,189
100135,Ankara,Bilinmeyen İlçe,Fatih Mahallesi,0.2235,1,Low,0.8865,0.0766,0.0141,0.0213,0.0015,369.06,5862,343
100136,Ankara,Bilinmeyen İlçe,Atatürk Mahallesi,0.1835,1,Low,0.9592,0.0316,0.0042,0.0036,0.0015,467.38,9472,917
100137,Ankara,Bilinmeyen İlçe,Satıkadın Mahallesi,0.1803,1,Low,0.925,0.0571,0.0096,0.0071,0.0011,470.65,102,10
100138,Ankara,Bilinmeyen İlçe,Kanuni Sultan Süleyman Mahallesi,0.152,1,Very Low,0.9773,0.0168,0.0024,0.0028,0.0007,546.8,102,10
100139,Ankara,Bilinmeyen İlçe,Örencik Mahallesi,0.2154,1,Low,0.931,0.0284,0.0104,0.0112,0.019,417.25,24405,2072
100140,Ankara,Bilinmeyen İlçe,Ciğir Mahallesi,0.2488,1,Medium,0.6248,0.3262,0.0222,0.0131,0.0137,483.03,23094,2165
100141,Ankara,Bilinmeyen İlçe,Günbaşı Mahallesi,0.1705,1,Very Low,0.9537,0.0299,0.0061,0.0062,0.0041,533.62,22264,1484
100142,Ankara,Bilinmeyen İlçe,Kayı Mahallesi,0.2417,1,Medium,0.4764,0.3096,0.1377,0.0719,0.0043,352.23,4080,294
100143,Ankara,Bilinmeyen İlçe,Alpagut Mahallesi,0.2245,1,Low,0.9035,0.0634,0.0121,0.0123,0.0086,427.94,18948,1564
100144,Ankara,Bilinmeyen İlçe,Güvenç Mahallesi,0.2758,1,Medium,0.6196,0.2633,0.0439,0.0655,0.0077,360.96,14834,1406
100145,Ankara,Bilinmeyen İlçe,Yıldırımbeyazıt Mahallesi,0.1924,1,Low,0.9265,0.0464,0.0105,0.0153,0.0012,458.14,102,10
100146,Ankara,Bilinmeyen İlçe,Kumpınar Mahallesi,0.3031,2,High,0.1176,0.7747,0.0899,0.0163,0.0015,426.19,102,108
100147,Ankara,Bilinmeyen İlçe,Yavuz Sultan Selim Mahallesi,0.1548,1,Very Low,0.9867,0.0081,0.0021,0.0027,0.0004,446.87,2694,398
100148,Ankara,Bilinmeyen İlçe,Yassıören Mahallesi,0.1535,1,Very Low,0.9808,0.0148,0.0016,0.0023,0.0004,518.55,102,641
100149,Ankara,Bilinmeyen İlçe,Sarıayak Mahallesi,0.1758,1,Very Low,0.9833,0.0123,0.0019,0.0018,0.0007,596.08,9806,1011
100150,Ankara,Bilinmeyen İlçe,Soğucak Mahallesi,0.2144,1,Low,0.9145,0.0599,0.0076,0.0051,0.013,498.45,24405,2117
100151,Ankara,Bilinmeyen İlçe,Tekke Mahallesi,0.1803,1,Low,0.9301,0.0448,0.0108,0.0113,0.0029,413.44,9433,627
100152,Ankara,Bilinmeyen İlçe,Dutözü Mahallesi,0.1522,1,Very Low,0.9851,0.0106,0.0018,0.0022,0.0004,504.79,1304,10
100153,Ankara,Bilinmeyen İlçe,İçören Mahallesi,0.1646,1,Very Low,0.9747,0.0213,0.0013,0.0021,0.0005,587.24,11727,1170
100154,Ankara,Bilinmeyen İlçe,Akçaören Mahallesi,0.2419,1,Medium,0.854,0.0911,0.0257,0.0266,0.0026,343.13,1711,320
100155,Ankara,Bilinmeyen İlçe,Aşağıkaraören Mahallesi,0.2263,1,Low,0.9185,0.0521,0.0142,0.014,0.0011,372.73,2793,169
100156,Ankara,Bilinmeyen İlçe,Uçarı Mahallesi,0.2168,1,Low,0.9036,0.0593,0.0172,0.0087,0.0112,486.14,32662,2426
100157,Ankara,Bilinmeyen İlçe,İnceğiz Mahallesi,0.2192,1,Low,0.8986,0.0558,0.0162,0.0281,0.0013,366.92,102,11
100158,Ankara,Bilinmeyen İlçe,Saraç Mahallesi,0.2419,1,Medium,0.9033,0.0464,0.0151,0.0101,0.0251,409.39,24643,2356
100159,Ankara,Bilinmeyen İlçe,Yayalar Mahallesi,0.1507,1,Very Low,0.99,0.0062,0.0018,0.0017,0.0003,456.92,4322,323
100160,Ankara,Bilinmeyen İlçe,Yakupderviş Maallesi,0.1775,1,Very Low,0.9756,0.0176,0.0022,0.0024,0.0022,576.94,18837,1545
100161,Ankara,Bilinmeyen İlçe,Ahi Mahallesi,0.1586,1,Very Low,0.9802,0.0125,0.0032,0.0032,0.0009,464.44,102,10
100162,Ankara,Bilinmeyen İlçe,Sancar Mahallesi,0.2368,1,Medium,0.89,0.0406,0.0267,0.0237,0.019,412.24,34039,2787
100163,Ankara,Bilinmeyen İlçe,Peçenek Mahallesi,0.1625,1,Very Low,0.9685,0.0219,0.004,0.005,0.0005,484.68,102,58
100164,Ankara,Bilinmeyen İlçe,Kılıçlar Mahallesi,0.1693,1,Very Low,0.9716,0.0192,0.0044,0.0042,0.0007,456.73,102,10
100165,Ankara,Bilinmeyen İlçe,Atatürk Mahallesi,0.1707,1,Very Low,0.9633,0.0185,0.0058,0.0116,0.0009,428.38,102,10
100166,Ankara,Bilinmeyen İlçe,Maraşal Çakmak Mahallesi,0.1458,1,Very Low,0.9551,0.0402,0.0024,0.0018,0.0005,563.98,3016,346
100167,Ankara,Bilinmeyen İlçe,Andiçen Mahallesi,0.2174,1,Low,0.9082,0.0574,0.0104,0.0211,0.0028,412.2,20052,1398
100168,Ankara,Bilinmeyen İlçe,Osmanlı Mahallesi,0.1631,1,Very Low,0.983,0.0102,0.0029,0.0033,0.0006,469.46,102,10
100169,Ankara,Bilinmeyen İlçe,Pınarbaşı Mahallesi,0.2085,1,Low,0.9434,0.0344,0.009,0.0113,0.0019,429.72,11812,782
100170,Ankara,Bilinmeyen İlçe,Ertuğrulgazi Mahallesi,0.288,5,Medium,0.0836,0.0166,0.0046,0.0292,0.866,432.52,30547,2438
100171,Ankara,Bilinmeyen İlçe,Selçuklu Mahallesi,0.1655,1,Very Low,0.9276,0.0523,0.0104,0.0065,0.0031,529.46,17478,1523
100172,Ankara,Bilinmeyen İlçe,Plevne Mahallesi,0.1954,1,Low,0.9559,0.033,0.0051,0.0052,0.0008,391.91,1808,10
100173,Ankara,Bilinmeyen İlçe,Akşemsettin Mahallesi,0.2723,1,Medium,0.5588,0.321,0.0469,0.0507,0.0226,418.1,31200,2226
100174,Ankara,Bilinmeyen İlçe,İstasyon Mahallesi,0.2994,2,Medium,0.2914,0.4261,0.149,0.0197,0.1138,431.12,25730,1921
