mah_id,il,ilce,mahalle_adi,risk_score_pred,risk_class_5_pred,risk_label_pred,risk_proba_c1,risk_proba_c2,risk_proba_c3,risk_proba_c4,risk_proba_c5,vs30,population,building_count
40197,Istanbul,Bakırköy,Kartaltepe Mahallesi̇,0.5254,4,Very High,0.0405,0.0197,0.0125,0.9156,0.0118,367.21,36863,1514
40212,Istanbul,Bayrampaşa,Kocatepe Mahallesi̇,0.3569,2,High,0.0207,0.9289,0.0240,0.0098,0.0166,406.09,22168,1319
40204,Istanbul,Bayrampaşa,Orta Mahallesi̇,0.4761,4,Very High,0.0183,0.0066,0.0278,0.9378,0.0094,455.29,15883,1596
40208,Istanbul,Bayrampaşa,Yeni̇doğan Mahallesi̇,0.6251,5,Very High,0.0572,0.0148,0.0117,0.0089,0.9074,385.05,19348,1709
40190,Istanbul,Bakırköy,Yeni̇mahalle Mahallesi̇,0.5021,4,Very High,0.0638,0.0014,0.0120,0.9167,0.0061,527.57,6864,525
191727,Istanbul,Beykoz,Cumhuri̇yet Mahallesi̇,0.2210,1,Low,0.8631,0.0855,0.0100,0.0165,0.0249,366.08,2099,713
40246,Istanbul,Beykoz,Göztepe Mahallesi̇,0.3061,2,Medium,0.0091,0.9489,0.0186,0.0071,0.0162,392.93,10166,1096
40237,Istanbul,Beykoz,Gümüşsuyu Mahallesi̇,0.3243,2,Medium,0.0439,0.9091,0.0083,0.0097,0.0291,475.79,14217,3263
40251,Istanbul,Beykoz,Merkez Mahallesi̇,0.1884,1,Low,0.9442,0.0319,0.0127,0.0010,0.0103,403.37,6123,1292
40275,Istanbul,Beyoğlu,Ci̇hangi̇r Mahallesi̇,0.2203,1,Low,0.9798,0.0185,0.0003,0.0005,0.0009,494.67,3381,510
40874,Istanbul,Beylikdüzü,Cumhuri̇yet Mahallesi̇,0.5859,5,Very High,0.0291,0.0113,0.0012,0.0112,0.9472,366.08,27812,363
40252,Istanbul,Beykoz,Yaliköy Mahallesi̇,0.1498,1,Very Low,0.8843,0.0696,0.0176,0.0056,0.0229,425.92,5592,1365
40261,Istanbul,Beykoz,Yavuz Seli̇m Mahallesi̇,0.2203,1,Low,0.9754,0.0177,0.0049,0.0000,0.0019,439.73,5959,1442
40903,Istanbul,Çatalca,Atatürk Mahallesi̇,0.2103,1,Low,0.9188,0.0522,0.0044,0.0117,0.0130,409.52,1530,660
191821,Istanbul,Çatalca,Başak Mahallesi̇,0.3779,2,High,0.0003,0.9010,0.0381,0.0224,0.0382,369.68,462,216
40846,Istanbul,Büyükçekmece,Cumhuri̇yet Mahallesi̇,0.5694,5,Very High,0.0367,0.0134,0.0087,0.0042,0.9370,366.08,9065,857
40848,Istanbul,Büyükçekmece,Fati̇h Mahallesi̇,0.4038,3,High,0.0124,0.0635,0.8647,0.0070,0.0524,389.36,19349,1306
40904,Istanbul,Çatalca,Fati̇h Mahallesi̇,0.2598,2,Medium,0.0524,0.7646,0.0674,0.0306,0.0850,389.36,1456,899
40897,Istanbul,Çatalca,Ferhatpaşa Mahallesi̇,0.3935,2,High,0.0324,0.7968,0.0431,0.0094,0.1182,395.61,303,2482
40889,Istanbul,Büyükçekmece,Hürri̇yet Mahallesi̇,0.3775,2,High,0.0673,0.7696,0.0672,0.0219,0.0739,487.64,24987,1813
40890,Istanbul,Büyükçekmece,Ulus Mahallesi̇,0.2908,2,Medium,0.0607,0.8308,0.0561,0.0247,0.0277,474.46,17404,1632
40265,Istanbul,Beyoğlu,Yeni̇şehi̇r Mahallesi̇,0.3407,2,Medium,0.0291,0.9026,0.0422,0.0030,0.0231,415.7,5522,684
40917,Istanbul,Çatalca,Çi̇ftli̇kköy Mahallesi̇,0.1843,1,Low,0.9369,0.0320,0.0113,0.0051,0.0146,374.6,2123,863
40766,Istanbul,Çekmeköy,Aydinlar Mahallesi̇,0.4416,3,High,0.0022,0.0035,0.9301,0.0142,0.0499,279.7,21764,1121
40769,Istanbul,Çekmeköy,Cumhuri̇yet Mahallesi̇,0.3105,2,Medium,0.0930,0.7905,0.0490,0.0170,0.0505,366.08,18315,782
40350,Istanbul,Esenler,Fati̇h Mahallesi̇,0.4202,3,High,0.0001,0.0419,0.8928,0.0167,0.0485,389.36,44235,2189
191793,Istanbul,Çatalca,Gümüşpinar Mahallesi̇,0.3219,2,Medium,0.0090,0.8105,0.0925,0.0223,0.0658,370.14,994,422
40754,Istanbul,Çekmeköy,Hami̇di̇ye Mahallesi̇,0.3281,2,Medium,0.0463,0.8492,0.0664,0.0175,0.0206,426.94,32777,1334
191797,Istanbul,Çatalca,İhsani̇ye Mahallesi̇,0.1413,1,Very Low,0.8574,0.0848,0.0300,0.0077,0.0201,418.64,1978,799
191829,Istanbul,Çatalca,Karamandere Mahallesi̇,0.1840,1,Low,0.8940,0.0764,0.0203,0.0019,0.0074,415.49,687,371
40755,Istanbul,Çekmeköy,Mehmet Aki̇f Mahallesi̇,0.4406,3,High,0.0048,0.0087,0.9418,0.0060,0.0387,406.68,35423,1633
40757,Istanbul,Çekmeköy,Mi̇mar Si̇nan Mahallesi̇,0.2075,1,Low,0.8826,0.0606,0.0043,0.0034,0.0491,478.43,28475,1551
40758,Istanbul,Çekmeköy,Ömerli̇ Mahallesi̇,0.1632,1,Low,0.8937,0.0593,0.0216,0.0030,0.0224,455.23,6030,1779
40764,Istanbul,Çekmeköy,Sultançi̇ftli̇ği̇ Mahallesi̇,0.3093,2,Medium,0.0233,0.8985,0.0094,0.0262,0.0426,446.74,21417,745
40881,Istanbul,Esenyurt,Atatürk Mahallesi̇,0.5206,4,Very High,0.0211,0.0187,0.0056,0.9481,0.0064,409.52,16397,987
40865,Istanbul,Esenyurt,Cumhuri̇yet Mahallesi̇,0.5381,4,Very High,0.0321,0.0093,0.0289,0.9178,0.0119,366.08,15255,112
40851,Istanbul,Esenyurt,Fati̇h Mahallesi̇,0.4932,4,Very High,0.0294,0.0057,0.0088,0.9497,0.0064,389.36,29660,1113
40345,Istanbul,Esenler,Fevzi̇ Çakmak Mahallesi̇,0.6164,5,Very High,0.0456,0.0093,0.0211,0.0145,0.9095,326.14,33649,1390
181482,Istanbul,Esenyurt,Hürri̇yet Mahallesi̇,0.3982,2,High,0.0095,0.9497,0.0280,0.0003,0.0125,487.64,30877,1173
40853,Istanbul,Esenyurt,İnönü Mahallesi̇,0.5699,5,Very High,0.0316,0.0086,0.0149,0.0211,0.9238,389.62,29034,1118
40879,Istanbul,Esenyurt,İsti̇klal Mahallesi̇,0.3378,2,Medium,0.0456,0.9081,0.0313,0.0038,0.0111,395.03,20025,1264
40346,Istanbul,Esenler,Kazim Karabeki̇r Mahallesi̇,0.5398,4,Very High,0.0421,0.0101,0.0436,0.8850,0.0192,403.58,37060,1558
181494,Istanbul,Esenyurt,Mehmet Aki̇f Ersoy Mahallesi̇,0.4111,3,High,0.0074,0.0329,0.8708,0.0183,0.0707,447.23,28947,620
40856,Istanbul,Esenyurt,Namik Kemal Mahallesi̇,0.5828,5,Very High,0.0402,0.0081,0.0057,0.0110,0.9350,305.41,24342,1255
40857,Istanbul,Esenyurt,Örnek Mahallesi̇,0.3426,2,Medium,0.0290,0.7837,0.0900,0.0304,0.0669,399.96,21724,1303
181480,Istanbul,Esenyurt,Osmangazi̇ Mahallesi̇,0.3801,2,High,0.0647,0.8548,0.0114,0.0016,0.0675,424.04,32347,2688
40864,Istanbul,Esenyurt,Pinar Mahallesi̇,0.5479,4,Very High,0.0063,0.0007,0.0067,0.9837,0.0027,410.54,46042,1733
40859,Istanbul,Esenyurt,Talatpaşa Mahallesi̇,0.3037,2,Medium,0.0098,0.9637,0.0147,0.0058,0.0060,492.9,31343,1220
40353,Istanbul,Esenler,Turgut Rei̇s Mahallesi̇,0.3625,2,High,0.0033,0.7925,0.0233,0.0355,0.1455,384.02,46692,2647
40349,Istanbul,Esenler,Yavuz Seli̇m Mahallesi̇,0.3488,2,Medium,0.0118,0.9242,0.0239,0.0097,0.0304,439.73,3804,289
40358,Istanbul,Eyüpsultan,Akşemsetti̇n Mahallesi̇,0.5217,4,Very High,0.0349,0.0043,0.0409,0.9041,0.0157,384.61,41527,2200
99137,Istanbul,Fatih,Akşemsetti̇n Mahallesi̇,0.4862,4,Very High,0.0242,0.0107,0.0244,0.9395,0.0012,384.61,20343,1689
40364,Istanbul,Eyüpsultan,Esentepe Mahallesi̇,0.4534,4,Very High,0.0435,0.0255,0.0280,0.9008,0.0021,375.93,23446,1482
40366,Istanbul,Eyüpsultan,Güzeltepe Mahallesi̇,0.4557,4,Very High,0.0350,0.0325,0.0311,0.9011,0.0003,405.69,35456,2456
40367,Istanbul,Eyüpsultan,İslambey Mahallesi̇,0.4595,4,Very High,0.0373,0.0074,0.0102,0.9399,0.0052,423.66,16995,1947
40365,Istanbul,Eyüpsultan,Merkez Mahallesi̇,0.3520,2,High,0.0789,0.7732,0.0629,0.0419,0.0431,403.37,12517,1145
40369,Istanbul,Eyüpsultan,Mi̇mar Si̇nan Mahallesi̇,0.2745,2,Medium,0.0023,0.8532,0.0719,0.0332,0.0395,478.43,8209,952
181500,Istanbul,Esenyurt,Zafer Mahallesi̇,0.5386,4,Very High,0.0291,0.0269,0.0067,0.9355,0.0017,392.6,24757,405
40459,Istanbul,Gaziosmanpaşa,Barbaros Hayretti̇n Paşa Mahallesi̇,0.3782,2,High,0.0935,0.7687,0.0128,0.0519,0.0731,434.21,52188,3047
40458,Istanbul,Gaziosmanpaşa,Hürri̇yet Mahallesi̇,0.2927,2,Medium,0.0282,0.9417,0.0168,0.0029,0.0104,487.64,29498,1613
40461,Istanbul,Gaziosmanpaşa,Kazim Karabeki̇r Mahallesi̇,0.4031,3,High,0.0248,0.0166,0.8866,0.0339,0.0381,403.58,46518,2190
40455,Istanbul,Gaziosmanpaşa,Merkez Mahallesi̇,0.3573,2,High,0.0490,0.7726,0.1098,0.0324,0.0362,403.37,31605,2498
40462,Istanbul,Gaziosmanpaşa,Mevlana Mahallesi̇,0.3458,2,Medium,0.0043,0.9031,0.0012,0.0176,0.0738,417.67,24459,757
40335,Istanbul,Fatih,Süleymani̇ye Mahallesi̇,0.3184,2,Medium,0.0118,0.9745,0.0097,0.0014,0.0026,482.81,671,307
40528,Istanbul,Kadıköy,19 Mayis Mahallesi̇,0.3993,2,High,0.1015,0.7693,0.0656,0.0265,0.0371,337.59,33152,1019
40509,Istanbul,Kadıköy,Acibadem Mahallesi̇,0.5134,4,Very High,0.0042,0.0026,0.0004,0.9921,0.0007,374.5,30663,1356
40542,Istanbul,Kağıthane,Hürri̇yet Mahallesi̇,0.2637,2,Medium,0.0364,0.7835,0.0697,0.0108,0.0997,487.64,21453,1677
40544,Istanbul,Kağıthane,Mehmet Aki̇f Ersoy Mahallesi̇,0.2876,2,Medium,0.0240,0.9501,0.0035,0.0057,0.0167,447.23,13005,985
40496,Istanbul,Güngören,Merkez Mahallesi̇,0.6098,5,Very High,0.0496,0.0206,0.0022,0.0130,0.9147,403.37,43884,1562
40543,Istanbul,Kağıthane,Merkez Mahallesi̇,0.3790,2,High,0.0575,0.8755,0.0381,0.0006,0.0284,403.37,36077,1945
40460,Istanbul,Gaziosmanpaşa,Yeni̇ Mahalle Mahallesi̇,0.5165,4,Very High,0.0298,0.0046,0.0426,0.9146,0.0083,428.5,38211,2113
40591,Istanbul,Küçükçekmece,Atatürk Mahallesi̇,0.4795,4,Very High,0.1002,0.0048,0.0286,0.8549,0.0115,409.52,43430,3109
40555,Istanbul,Kartal,Cevi̇zli̇ Mahallesi̇,0.3850,2,High,0.0093,0.9750,0.0107,0.0002,0.0048,423.91,27490,1738
40601,Istanbul,Küçükçekmece,Cumhuri̇yet Mahallesi̇,0.7188,5,Very High,0.0276,0.0052,0.0099,0.0103,0.9470,366.08,55015,2423
40556,Istanbul,Kartal,Cumhuri̇yet Mahallesi̇,0.3738,2,High,0.0570,0.8835,0.0204,0.0143,0.0248,366.08,25232,1821
40559,Istanbul,Kartal,Esentepe Mahallesi̇,0.4572,4,Very High,0.0521,0.0116,0.0400,0.8770,0.0193,375.93,32645,2336
40606,Istanbul,Küçükçekmece,Fati̇h Mahallesi̇,0.6463,5,Very High,0.0473,0.0175,0.0058,0.0265,0.9030,389.36,11458,665
40596,Istanbul,Küçükçekmece,Fevzi̇ Çakmak Mahallesi̇,0.6880,5,Very High,0.0126,0.0024,0.0004,0.0063,0.9782,326.14,28332,1849
40589,Istanbul,Küçükçekmece,Gültepe Mahallesi̇,0.4865,4,Very High,0.0228,0.0010,0.0004,0.9669,0.0090,463.69,31345,1629
40561,Istanbul,Kartal,Hürri̇yet Mahallesi̇,0.4562,4,Very High,0.0393,0.0059,0.0245,0.9240,0.0063,487.64,52713,3950
40588,Istanbul,Küçükçekmece,Kartaltepe Mahallesi̇,0.5286,4,Very High,0.0121,0.0110,0.0136,0.9569,0.0065,367.21,1437,1162
40594,Istanbul,Küçükçekmece,Kemalpaşa Mahallesi̇,0.4557,4,Very High,0.0508,0.0199,0.0089,0.8973,0.0231,390.19,15472,868
40569,Istanbul,Kartal,Uğur Mumcu Mahallesi̇,0.2971,2,Medium,0.0127,0.9527,0.0025,0.0087,0.0234,492.28,44015,706
40600,Istanbul,Küçükçekmece,Yeni̇ Mahalle Mahallesi̇,0.5571,5,Very High,0.0013,0.0002,0.0002,0.0004,0.9979,428.5,21124,1259
40615,Istanbul,Maltepe,Bağlarbaşi Mahallesi̇,0.4199,3,High,0.0202,0.0344,0.8839,0.0284,0.0331,348.46,44191,2334
40628,Istanbul,Pendik,Bahçeli̇evler Mahallesi̇,0.4124,3,High,0.0119,0.0408,0.8720,0.0449,0.0303,385.59,13375,1083
40656,Istanbul,Pendik,Çamlik Mahallesi̇,0.4419,3,High,0.0028,0.0439,0.8933,0.0121,0.0479,402.73,22211,1069
40608,Istanbul,Maltepe,Çinar Mahallesi̇,0.3480,2,Medium,0.0139,0.9531,0.0065,0.0128,0.0137,385.51,22237,807
40626,Istanbul,Pendik,Dumlupinar Mahallesi̇,0.4496,3,High,0.0335,0.0030,0.8696,0.0430,0.0509,519.44,29233,2300
40620,Istanbul,Maltepe,Esenkent Mahallesi̇,0.2727,2,Medium,0.0151,0.9374,0.0346,0.0010,0.0119,609.58,20216,2072
40647,Istanbul,Pendik,Fati̇h Mahallesi̇,0.3608,2,High,0.0634,0.7914,0.0613,0.0194,0.0646,389.36,23023,1552
40629,Istanbul,Pendik,Fevzi̇ Çakmak Mahallesi̇,0.5607,5,Very High,0.0393,0.0051,0.0130,0.0160,0.9265,326.14,41411,2212
40631,Istanbul,Pendik,Kaynarca Mahallesi̇,0.4720,4,Very High,0.0497,0.0091,0.0074,0.9273,0.0064,391.7,50763,2602
40650,Istanbul,Pendik,Orhangazi̇ Mahallesi̇,0.4713,4,Very High,0.0249,0.0220,0.0310,0.9163,0.0059,391.15,30643,1989
40645,Istanbul,Pendik,Orta Mahallesi̇,0.4094,3,High,0.0277,0.0250,0.8650,0.0321,0.0502,455.29,3559,728
40651,Istanbul,Pendik,Sanayi̇ Mahallesi̇,0.5818,5,Very High,0.0090,0.0008,0.0012,0.0022,0.9868,354.18,3207,818
40616,Istanbul,Maltepe,Yali Mahallesi̇,0.6152,5,Very High,0.0035,0.0010,0.0019,0.0008,0.9928,428.04,134,1012
40579,Istanbul,Sancaktepe,Abdurrahmangazi̇ Mahallesi̇,0.2259,1,Low,0.9098,0.0639,0.0183,0.0000,0.0081,573.96,52408,2584
40575,Istanbul,Sancaktepe,Akpinar Mahallesi̇,0.4225,3,High,0.0030,0.0211,0.9520,0.0032,0.0206,410.92,25798,2008
98781,Istanbul,Sancaktepe,Atatürk Mahallesi̇,0.2811,2,Medium,0.0353,0.8076,0.0977,0.0255,0.0338,409.52,35134,1925
40659,Istanbul,Sarıyer,Cumhuri̇yet Mahallesi̇,0.2790,2,Medium,0.0691,0.8532,0.0184,0.0165,0.0428,366.08,11671,1582
40576,Istanbul,Sancaktepe,Fati̇h Mahallesi̇,0.3545,2,High,0.0166,0.9536,0.0117,0.0061,0.0121,389.36,41691,1956
40664,Istanbul,Sarıyer,Fati̇h Sultan Mehmet Mahallesi̇,0.3485,2,Medium,0.0024,0.9749,0.0132,0.0007,0.0088,330.97,17190,3030
40700,Istanbul,Sarıyer,Huzur Mahallesi̇,0.2173,1,Low,0.9159,0.0511,0.0023,0.0056,0.0251,428.8,8693,567
40760,Istanbul,Sancaktepe,İnönü Mahallesi̇,0.3440,2,Medium,0.0316,0.8840,0.0395,0.0004,0.0445,389.62,26148,1370
40773,Istanbul,Sancaktepe,Mevlana Mahallesi̇,0.3374,2,Medium,0.0496,0.7629,0.1389,0.0116,0.0370,417.67,23919,1456
40774,Istanbul,Sancaktepe,Yeni̇doğan Mahallesi̇,0.3662,2,High,0.0399,0.8054,0.0689,0.0249,0.0609,385.05,26646,1497
40772,Istanbul,Sancaktepe,Yunus Emre Mahallesi̇,0.2119,1,Low,0.8992,0.0825,0.0006,0.0080,0.0096,503.14,30567,1613
40942,Istanbul,Sultanbeyli,Ahmet Yesevi̇ Mahallesi̇,0.3689,2,High,0.0067,0.9678,0.0053,0.0065,0.0137,355.87,32615,2927
40944,Istanbul,Sultanbeyli,Battalgazi̇ Mahallesi̇,0.3997,2,High,0.0732,0.8422,0.0004,0.0368,0.0474,406.24,42126,3488
40918,Istanbul,Silivri,Fati̇h Mahallesi̇,0.2893,2,Medium,0.0545,0.8509,0.0484,0.0122,0.0340,389.36,7145,718
40951,Istanbul,Sultanbeyli,Fati̇h Mahallesi̇,0.3966,2,High,0.0170,0.9587,0.0103,0.0063,0.0078,389.36,22958,2262
40952,Istanbul,Sultanbeyli,Hami̇di̇ye Mahallesi̇,0.4401,3,High,0.0106,0.0143,0.9495,0.0117,0.0139,426.94,27366,2808
40948,Istanbul,Sultanbeyli,Hasanpaşa Mahallesi̇,0.5001,4,Very High,0.0249,0.0116,0.0396,0.9166,0.0073,354.14,18765,1819
40939,Istanbul,Silivri,Kadiköy Mahallesi̇,0.2690,2,Medium,0.0580,0.7656,0.0339,0.0040,0.1386,399.27,1490,961
191855,Istanbul,Silivri,Kurfalli Mahallesi̇,0.2219,1,Low,0.8895,0.0807,0.0137,0.0036,0.0125,403.84,580,528
40923,Istanbul,Silivri,Mi̇mar Si̇nan Mahallesi̇,0.2098,1,Low,0.9315,0.0590,0.0027,0.0008,0.0059,478.43,30429,3280
40938,Istanbul,Silivri,Ortaköy Mahallesi̇,0.2335,1,Low,0.9230,0.0434,0.0197,0.0058,0.0081,513.34,4925,2093
40679,Istanbul,Sarıyer,Yeni̇ Mahallesi̇,0.4516,4,Very High,0.0325,0.0207,0.0543,0.8738,0.0187,376.41,3547,731
40921,Istanbul,Silivri,Yeni̇ Mahallesi̇,0.3028,2,Medium,0.0920,0.7817,0.0725,0.0191,0.0347,376.41,49911,1940
191867,Istanbul,Şile,Çayirbaşi Mahallesi̇,0.1635,1,Low,0.9897,0.0080,0.0013,0.0004,0.0007,431.11,1469,580
40465,Istanbul,Sultangazi,Cumhuri̇yet Mahallesi̇,0.3765,2,High,0.0241,0.9485,0.0058,0.0044,0.0172,366.08,15137,718
40470,Istanbul,Sultangazi,Esentepe Mahallesi̇,0.4437,3,High,0.0035,0.0332,0.9294,0.0169,0.0170,375.93,67645,3712
191909,Istanbul,Şile,Göksu Mahallesi̇,0.1560,1,Low,0.9784,0.0114,0.0019,0.0036,0.0048,425.28,335,208
40945,Istanbul,Sultanbeyli,Meci̇di̇ye Mahallesi̇,0.3102,2,Medium,0.0348,0.7941,0.0847,0.0135,0.0729,471.75,23639,2644
40950,Istanbul,Sultanbeyli,Mehmet Aki̇f Mahallesi̇,0.4266,3,High,0.0140,0.0411,0.9043,0.0105,0.0302,406.68,30414,2927
40946,Istanbul,Sultanbeyli,Mi̇mar Si̇nan Mahallesi̇,0.3120,2,Medium,0.0061,0.8119,0.1166,0.0113,0.0541,478.43,28288,2373
40954,Istanbul,Sultanbeyli,Neci̇p Fazil Mahallesi̇,0.2376,1,Low,0.9058,0.0760,0.0002,0.0032,0.0148,614.22,24787,2046
40466,Istanbul,Sultangazi,Yunus Emre Mahallesi̇,0.2711,2,Medium,0.0228,0.8699,0.0365,0.0109,0.0599,503.14,57322,2042
40685,Istanbul,Şişli,19 Mayis Mahallesi̇,0.3779,2,High,0.0322,0.8825,0.0511,0.0045,0.0297,337.59,11424,665
40688,Istanbul,Şişli,Cumhuri̇yet Mahallesi̇,0.3065,2,Medium,0.0002,0.9635,0.0077,0.0018,0.0268,366.08,8271,598
40711,Istanbul,Şişli,İnönü Mahallesi̇,0.3003,2,Medium,0.0028,0.8986,0.0304,0.0165,0.0517,389.62,3306,813
40701,Istanbul,Şişli,Kaptanpaşa Mahallesi̇,0.2746,2,Medium,0.0184,0.9104,0.0259,0.0172,0.0280,464.44,3455,106
191963,Istanbul,Şile,Kurna Mahallesi̇,0.2050,1,Low,0.8520,0.1139,0.0016,0.0121,0.0204,370.66,308,265
191889,Istanbul,Şile,Meşruti̇yet Mahallesi̇,0.2192,1,Low,0.9762,0.0162,0.0028,0.0009,0.0038,389.35,2429,381
191895,Istanbul,Şile,Yeni̇köy Mahallesi̇,0.1757,1,Low,0.8513,0.0782,0.0265,0.0007,0.0432,457.71,516,166
98685,Istanbul,Ümraniye,Altinşehi̇r Mahallesi̇,0.4214,3,High,0.0019,0.0055,0.9862,0.0024,0.0040,331.04,29831,1908
40748,Istanbul,Ümraniye,Atakent Mahallesi̇,0.4789,4,Very High,0.0509,0.0187,0.0297,0.8912,0.0095,400.16,21015,1056
40735,Istanbul,Ümraniye,Atatürk Mahallesi̇,0.5291,4,Very High,0.0982,0.0087,0.0127,0.8508,0.0297,409.52,25388,1390
